warehouse_name,sku_id,order_date,user_id,min,max,price_diff
USA,d4bb2a7,2023-10-28,28b5609,524.14,1048.28,524.14
USA,d71a9ac,2023-09-18,a4b21e3,459.0,1836.0,1377.0
USA,d71a9ac,2023-10-11,cbaa0b6,462.84,1851.36,1388.52
USA,d71a9ac,2023-10-28,cbaa0b6,462.84,1851.36,1388.52
USA,d71a9ac,2023-11-03,88f6e25,462.84,1851.36,1388.52
USA,d79ccc7,2023-09-03,b4d5307,757.05,4542.3,3785.25
USA,d8218fb,2022-09-23,ba65872,355.68,1422.72,1067.04
USA,d88a5ac,2022-11-04,5d45637,2836.7999999999997,2836.8,4.547473508864641e-13
USA,d88a5ac,2023-11-05,f26bcca,232.79999999999998,232.8,2.842170943040401e-14
USA,d8df7a7,2022-09-26,f3c7b62,4094.97,4094.9700000000003,4.547473508864641e-13
USA,d9a50c3,2023-11-16,6c1832b,247.5,495.0,247.5
USA,dc3fa4f,2023-10-02,c5c040d,351.78000000000003,1407.12,1055.34
USA,de3202d,2023-11-16,88f6e25,457.38,891.0,433.62
USA,df29471,2022-11-01,c20ec3b,327.32,1904.04,1576.72
USA,e05485d,2022-11-07,3ef4cdc,687.4200000000001,2076.18,1388.7599999999998
USA,e251e40,2023-10-04,5f355ce,362.6,725.2,362.6
USA,e3846ce,2023-11-03,4a756b1,547.36,3284.16,2736.7999999999997
USA,e3846ce,2023-11-04,88f6e25,2186.56,3279.84,1093.2800000000002
USA,e3846ce,2023-11-07,00f1f45,546.64,3279.84,2733.2000000000003
USA,e3f49f9,2023-11-19,f9185d7,368.0,1104.0,736.0
USA,e4b3063,2023-09-04,22e1b06,395.09999999999997,3160.8,2765.7000000000003
USA,e8ec3e6,2022-10-18,7b2c0a5,582.75,1748.25,1165.5
USA,e9ab654,2023-10-28,6304472,406.92,813.84,406.92
USA,eb4e592,2023-09-30,28b5609,574.6,1723.8000000000002,1149.2000000000003
USA,ebc354c,2023-11-03,88f6e25,1135.5,1589.7,454.20000000000005
USA,edda2d7,2022-09-15,7b0a740,425.15999999999997,425.16,5.684341886080802e-14
USA,f2206ca,2022-09-24,e9c8a05,284.76,2278.08,1993.32
USA,f2d1ed7,2022-10-03,9e7da4c,254.66,259.42,4.760000000000019
USA,f3e2fd1,2023-10-03,4f2ecdc,202.26,1415.82,1213.56
USA,f4000a3,2022-11-01,a4920df,106.7,213.4,106.7
USA,f4182aa,2023-10-29,c8db445,448.79999999999995,1795.1999999999998,1346.3999999999999
USA,f4bc443,2023-11-16,710c7f5,574.6,1723.8000000000002,1149.2000000000003
USA,f5ea154,2023-09-24,df68f0d,257.48,3089.76,2832.28
USA,f836732,2023-11-02,6f2de3a,112.5,450.0,337.5
USA,f83cd6f,2023-11-16,aba673e,174.0,696.0,522.0
USA,f83cd6f,2023-11-17,d2e6046,174.0,696.0,522.0
USA,f9a085a,2023-11-22,c8f6f7e,410.52,1642.08,1231.56
USA,fc70fe1,2022-11-14,59eaaf3,553.02,4424.16,3871.14
USA,fd6e94c,2023-11-08,bb687d5,864.96,1729.9200000000003,864.9600000000003
USA,ff1ae2e,2023-11-22,cbaa0b6,258.78000000000003,1552.68,1293.9
United Kingdom,0072cca,2022-09-08,33020ea,705.0,2115.0,1410.0
United Kingdom,0072cca,2022-11-09,e7307d0,710.0,2130.0,1420.0
United Kingdom,0072cca,2023-09-24,bf2f0e6,710.0,2130.0,1420.0
United Kingdom,0072cca,2023-10-28,88d1262,715.0,2145.0,1430.0
United Kingdom,02c1ca5,2023-10-17,08e66cf,333.84999999999997,1001.55,667.7
United Kingdom,02e979a,2022-11-04,e3926ce,3063.6000000000004,3065.52,1.919999999999618
United Kingdom,030c4f4,2023-09-05,1299090,382.62,765.24,382.62
United Kingdom,030c4f4,2023-10-16,adee6f2,384.78,769.56,384.78
United Kingdom,0473e88,2023-10-01,1d505f1,703.8,2815.2,2111.3999999999996
United Kingdom,07ce74d,2023-10-20,6af0e35,603.9,1811.6999999999998,1207.7999999999997
United Kingdom,095b239,2022-11-04,5f84fc3,456.24,5268.72,4812.4800000000005
United Kingdom,0ce1e21,2023-10-16,b8fc167,136.72,273.44,136.72
United Kingdom,163505f,2022-10-31,e7307d0,496.68,4966.8,4470.12
United Kingdom,20a8667,2023-11-08,0db6700,220.0,440.0,220.0
United Kingdom,21090f1,2023-09-10,e7307d0,223.3,446.59999999999997,223.29999999999995
United Kingdom,2248fc4,2023-09-07,1838a57,212.39999999999998,424.8,212.40000000000003
United Kingdom,23179da,2023-11-08,024ab0b,177.80000000000004,533.4000000000001,355.6
United Kingdom,23d418b,2022-10-17,28eea71,453.66,3629.28,3175.6200000000003
United Kingdom,23db20f,2023-10-30,2bb9d61,371.7,1459.92,1088.22
United Kingdom,2422acc,2023-11-20,41d5407,351.06,4135.68,3784.6200000000003
United Kingdom,2600558,2023-09-18,85062f2,140.0,280.0,140.0
United Kingdom,2601a90,2022-09-02,cc5e69c,330.9,992.7,661.8000000000001
United Kingdom,29467fc,2023-09-03,029af6f,720.0,2160.0,1440.0
United Kingdom,29b1cbe,2023-11-05,6af0e35,619.76,1239.52,619.76
United Kingdom,2ac2a56,2023-11-16,db93f8d,172.28,344.56,172.28
United Kingdom,2c93124,2023-09-29,34cc317,361.44,1807.2,1445.76
United Kingdom,30b7ede,2022-09-13,a3ddd4f,223.2,227.45999999999995,4.2599999999999625
United Kingdom,31ea234,2023-10-16,df88b66,288.0,576.0,288.0
United Kingdom,33e9ca7,2023-10-02,7b81472,228.6,914.4,685.8
United Kingdom,36dbdf8,2023-11-06,1570d7f,297.0,594.0,297.0
United Kingdom,38d6029,2022-11-21,673f4d4,483.2,1449.6,966.3999999999999
United Kingdom,3f3a44a,2022-11-01,630372e,582.33,2259.84,1677.5100000000002
United Kingdom,3f7f928,2022-09-28,33020ea,481.83,4728.9,4247.07
United Kingdom,45c1f0e,2023-09-07,bd59801,954.63,3818.52,2863.89
United Kingdom,47277ee,2022-10-31,ff3229b,485.92,490.44,4.519999999999982
United Kingdom,474bd87,2023-11-22,4b9c070,1499.28,2248.92,749.6400000000001
United Kingdom,4a85ea3,2022-09-30,e7307d0,304.86,2438.88,2134.02
United Kingdom,4b41d91,2023-11-06,9cb5130,513.12,1026.24,513.12
United Kingdom,4e445e0,2023-10-28,109d0c5,101.45,202.9,101.45
United Kingdom,506e822,2023-11-19,34cc3f3,128.7,257.4,128.7
United Kingdom,51f8507,2023-11-06,253f5e9,106.42,212.84,106.42
United Kingdom,5551307,2023-11-16,08e66cf,320.0,640.0,320.0
United Kingdom,569dcbd,2022-10-03,91b9254,69.4,70.7,1.2999999999999972
United Kingdom,56bcedb,2022-09-10,e7307d0,412.08,2472.4800000000005,2060.4000000000005
United Kingdom,59e4c3b,2022-11-01,630372e,438.1,2550.24,2112.14
United Kingdom,5b75713,2022-11-21,bdc234c,239.58,479.16,239.58
United Kingdom,5b75713,2023-10-30,a724207,73.98,147.96,73.98
United Kingdom,5ec5d11,2023-09-06,de616f2,416.0,6482.56,6066.56
United Kingdom,62b911e,2023-11-16,65a65ad,583.2,3499.2000000000003,2916.0
United Kingdom,6323dad,2022-09-27,33020ea,483.12,1896.24,1413.12
United Kingdom,6323dad,2022-09-28,f3fe23d,483.12,1896.24,1413.12
United Kingdom,63d2ac1,2023-10-03,1838a57,160.0,320.0,160.0
United Kingdom,63d2ac1,2023-11-16,0207f40,160.0,320.0,160.0
United Kingdom,63f0e3c,2022-09-13,f77f255,394.56000000000006,789.1200000000001,394.56000000000006
United Kingdom,65c18a8,2023-11-02,4864c1f,680.0,3400.0,2720.0
United Kingdom,6b6ab13,2023-09-03,fbf975a,836.2,1672.4,836.2
United Kingdom,6b6ab13,2023-09-06,08e66cf,836.2,1672.4,836.2
United Kingdom,6b6ab13,2023-10-02,08e66cf,836.2,1672.4,836.2
United Kingdom,6bceea2,2023-10-10,4a23f45,99.4,596.4000000000001,497.0000000000001
United Kingdom,6c3778b,2022-11-29,864cd3a,364.09999999999997,364.1,5.684341886080802e-14
United Kingdom,6dc62b4,2023-11-20,41d5407,232.05,928.2,696.1500000000001
United Kingdom,7039bf5,2023-09-18,34cc3f3,108.9,217.8,108.9
United Kingdom,73780de,2023-11-07,62d3c40,413.82,827.64,413.82
United Kingdom,76249c4,2023-10-02,864cd3a,1814.4,1814.4000000000003,2.2737367544323206e-13
United Kingdom,77f1261,2022-10-06,e7307d0,305.40000000000003,5497.2,5191.8
United Kingdom,77f1261,2022-11-04,25bd160,5468.4,5521.5,53.100000000000364
United Kingdom,7abc5ba,2022-10-31,e7307d0,653.8,1961.4,1307.6000000000001
United Kingdom,7c90d1d,2022-09-28,33020ea,256.79999999999995,504.84,248.04000000000002
United Kingdom,7c90d1d,2022-09-28,b018324,256.79999999999995,504.84,248.04000000000002
United Kingdom,7cdee06,2022-10-09,b83ba3a,400.0800000000001,9601.920000000002,9201.840000000002
United Kingdom,7d61357,2023-11-06,7289854,237.66,475.32,237.66
United Kingdom,806da04,2023-09-07,253f5e9,204.0,612.0,408.0
United Kingdom,806da04,2023-10-17,8752fff,102.0,612.0,510.0
United Kingdom,8209efd,2022-09-06,04a04f1,385.0,4500.0,4115.0
United Kingdom,82455ee,2023-10-16,34cc3f3,275.0,550.0,275.0
United Kingdom,85a8c9e,2023-10-20,a581853,761.28,761.2800000000001,1.1368683772161603e-13
United Kingdom,8705857,2023-10-30,de616f2,359.6,431.52,71.91999999999996
United Kingdom,8ae416a,2023-10-16,d747bf0,517.6,2070.4,1552.8000000000002
United Kingdom,8b4aeaf,2022-11-07,a26f099,315.36,630.72,315.36
United Kingdom,90435d3,2023-10-30,06f8a4a,801.98,1603.96,801.98
United Kingdom,90435d3,2023-11-17,d775c8d,787.8,1575.6,787.8
United Kingdom,943037c,2023-09-01,8b3eea6,236.0,472.0,236.0
United Kingdom,967c1ac,2022-10-10,618e7d7,217.76,1959.84,1742.08
United Kingdom,976a371,2022-11-21,fa3e4ba,253.02,257.82,4.799999999999983
United Kingdom,9856229,2023-10-04,bb30c27,225.0,450.0,225.0
United Kingdom,99ead7a,2023-11-06,d525b4e,483.0,966.0,483.0
United Kingdom,9a10d79,2023-11-18,008446b,246.0,1968.0,1722.0
United Kingdom,9a10d79,2023-11-18,e7307d0,246.0,1968.0,1722.0
United Kingdom,9ab9008,2023-11-18,dea6761,231.0,924.0,693.0
United Kingdom,a053378,2023-11-30,0cd04a0,475.68,951.36,475.68
United Kingdom,a41b3e3,2023-10-16,930d9c4,210.0,840.0,630.0
United Kingdom,a6631be,2022-09-02,f3fe23d,365.9,712.8,346.9
United Kingdom,a6631be,2023-11-08,71879de,376.2,752.4,376.2
United Kingdom,a9b1b8e,2022-09-28,33020ea,593.4000000000001,593.4000000000002,1.1368683772161603e-13
United Kingdom,aa61eaa,2022-09-07,33020ea,546.0,8544.0,7998.0
United Kingdom,aa61eaa,2022-09-10,33020ea,546.0,8544.0,7998.0
United Kingdom,aa61eaa,2023-10-16,6b21d3c,1134.0,9072.0,7938.0
United Kingdom,ab3fc92,2023-10-10,a941e8a,542.65,2170.6,1627.9499999999998
United Kingdom,ac0b4a0,2023-11-06,4cb4322,299.07,598.14,299.07
United Kingdom,acc29ee,2022-09-27,6947b2f,186.11999999999998,2316.6,2130.48
United Kingdom,af0d0c4,2022-10-31,e7307d0,504.74,4542.66,4037.92
United Kingdom,af44187,2023-11-17,f10bba0,284.75,569.5,284.75
United Kingdom,af56d0d,2022-09-13,f77f255,286.2,1717.2,1431.0
United Kingdom,af97e82,2023-09-06,3757422,294.0,588.0,294.0
United Kingdom,b10c8e8,2022-10-30,c5aa610,350.97,2105.82,1754.8500000000001
United Kingdom,b26276d,2023-10-02,91248c2,750.0,6000.0,5250.0
United Kingdom,b267da9,2023-11-02,099a2ec,600.6,900.9,300.29999999999995
United Kingdom,b267da9,2023-11-03,c0b48bf,600.6,900.9,300.29999999999995
United Kingdom,b28b97e,2023-11-02,51c77de,286.38,1145.52,859.14
United Kingdom,b32c23e,2023-09-04,7c6ea44,618.0,1236.0,618.0
United Kingdom,b48ceb1,2023-11-08,2200596,262.64,525.28,262.64
United Kingdom,b4950c3,2023-11-02,307ea3b,351.4,1757.0,1405.6
United Kingdom,b709465,2023-10-20,6af0e35,313.44,626.88,313.44
United Kingdom,bb1a1d4,2022-11-11,d383e71,276.4,829.1999999999999,552.8
United Kingdom,bbfa50e,2023-09-30,dd09282,201.6,604.8000000000001,403.20000000000005
United Kingdom,bc08c84,2023-09-26,4bf436d,198.0,396.0,198.0
United Kingdom,bc08c84,2023-10-02,450a73e,198.0,396.0,198.0
United Kingdom,bd7c360,2022-09-02,04a04f1,333.0,3996.0,3663.0
United Kingdom,bd7c360,2022-09-05,91834ea,337.0,3996.0,3659.0
United Kingdom,bd7c360,2022-11-13,303f52c,335.5,4026.0,3690.5
United Kingdom,bd7c360,2023-09-24,e7307d0,990.0,3960.0,2970.0
United Kingdom,bd7c360,2023-11-06,f3d8391,1980.0,3960.0,1980.0
United Kingdom,c1c8bcb,2023-09-06,f7096f8,442.75,885.5,442.75
United Kingdom,c99750f,2023-10-10,a941e8a,371.25,742.5,371.25
United Kingdom,cc93459,2022-10-02,65a65ad,244.26,488.52,244.26
United Kingdom,d0990b0,2023-09-29,c90f1e2,252.0,504.0,252.0
United Kingdom,d0990b0,2023-11-07,6528e6c,261.0,1044.0,783.0
United Kingdom,d178d9c,2022-10-03,fdc5636,415.65,816.0,400.35
United Kingdom,d178d9c,2023-11-06,873ecda,137.05,822.3,685.25
United Kingdom,d337a15,2023-09-06,08e66cf,837.0999999999999,1674.1999999999998,837.0999999999999
United Kingdom,d337a15,2023-09-06,613ae6c,837.0999999999999,1674.1999999999998,837.0999999999999
United Kingdom,d337a15,2023-10-02,08e66cf,836.5999999999999,1673.1999999999998,836.5999999999999
United Kingdom,d40bab6,2023-09-06,8e10dd9,294.0,882.0,588.0
United Kingdom,d5fe147,2023-09-06,8a10037,342.0,684.0,342.0
United Kingdom,d5fe147,2023-10-28,f76ef98,342.0,684.0,342.0
United Kingdom,d71a9ac,2023-10-28,e790185,459.0,1836.0,1377.0
United Kingdom,d954b03,2023-09-03,39cc461,470.13,1880.52,1410.3899999999999
United Kingdom,d954b03,2023-09-10,134c443,470.13,1880.52,1410.3899999999999
United Kingdom,e08addd,2023-09-03,fbf975a,829.6500000000001,1659.3000000000002,829.6500000000001
United Kingdom,e08addd,2023-09-06,08e66cf,829.6500000000001,1659.3000000000002,829.6500000000001
United Kingdom,e08addd,2023-10-02,08e66cf,829.35,1658.7,829.35
United Kingdom,e23c599,2023-09-05,32738ef,1038.0,4152.0,3114.0
United Kingdom,e251e40,2023-10-30,9ad68ff,347.06,694.12,347.06
United Kingdom,e9198f0,2023-10-16,4b4004d,439.68,1758.72,1319.04
United Kingdom,e92d0ab,2022-09-09,fbf975a,408.63,3208.08,2799.45
United Kingdom,edd958d,2022-09-16,ba1f7e1,97.68,1953.6,1855.9199999999998
United Kingdom,edda2d7,2022-09-27,33020ea,207.78000000000003,1631.04,1423.26
United Kingdom,edda2d7,2022-09-28,f3fe23d,207.78000000000003,1631.04,1423.26
United Kingdom,edda2d7,2022-10-28,7d36b38,203.88,1631.04,1427.1599999999999
United Kingdom,f05e750,2022-09-06,33020ea,810.0,830.0,20.0
United Kingdom,f1213dc,2023-09-03,b356c17,306.0,612.0,306.0
United Kingdom,f2206ca,2022-09-27,33020ea,290.16,2278.08,1987.9199999999998
United Kingdom,f4575a8,2023-09-26,06f8a4a,438.0,876.0,438.0
United Kingdom,f4575a8,2023-09-29,de616f2,438.0,876.0,438.0
United Kingdom,f4dc611,2023-10-04,bb30c27,225.0,450.0,225.0
United Kingdom,f5018d0,2022-10-03,cc08a4e,262.20000000000005,524.4000000000001,262.20000000000005
United Kingdom,fe5f693,2023-10-16,d747bf0,746.25,2985.0,2238.75
United Kingdom,ff6984b,2022-10-28,e7307d0,415.65,2039.25,1623.6
United Kingdom,ffc1266,2022-11-09,e7307d0,477.77,5733.24,5255.469999999999
